Source_File,Sheet_Name,Data_Type,Ingredient,Components,Composition_pct,Supplier,Country,GMO,Nutrient,Value_per_100g
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Water,,0.516,浙江绍兴,,中国,,
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Rice,,0.413,安徽庐江,,中国,,
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Wheat,,0.071,安徽宣城,,中国,,
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,"* If any processing aid is used, please explain here:",,,,,,,
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Energy (Kcal/KJ),Kcal: KJ:255
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fat,0.1
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which saturate fat,未检出
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which monounsaturated fat*,
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,"of which, polyunsaturated fat*",
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Carbohydrate,3.6
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which sugar,1.6
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which Polyols*,
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which starch*,
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fibre*,
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Protein,0.92
A006 Rice Wine from Shaoxing 10% 17042026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Salt,
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Soy Sauce,"Water, Soybeans, Salt, Corn",0.4,Ichibiki,Japan,NO,,
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Water,-,0.336,Local Public Water,Japan,NO,,
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Sugar,-,0.2,Nisshinseito,Japan,NO (Sugar Beet),,
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Salt,-,0.03,Nihonkaisui,Japan,NO,,
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Yeast Extract,-,0.02,Mitsubishi Shoji Life Science,Japan,NO,,
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Dried Kelp Stock,-,0.007,Kinkaishokuhin,Japan,NO,,
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Dried Shiitake Mushroom Stock,-,0.007,"Sugimotoshoten, Kashii",Japan,NO,,
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Energy (Kcal/KJ),Kcal: 150 Kcal KJ: 630 KJ
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fat,0.1 g
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which saturate fat,0 g
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which monounsaturated fat*,-
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,"of which, polyunsaturated fat*",-
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Carbohydrate,30.9 g
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which sugar,27.0 g
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which Polyols*,-
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which starch*,-
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fibre*,-
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Protein,6.0 g
C010 - Dashi Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Salt,11.8 g
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Water,-,0.4,Local Public Water,Japan,NO,,
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Soybeans,-,0.25,Not Disclosed,"India, USA, Canada, Japan (Not in order of weight)",NO,,
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Wheat,-,0.2,Not Disclosed,Japan,NO,,
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Salt,-,0.15,"Dia-salt, Naruto",Japan,NO,,
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Energy (Kcal/KJ),96kcal/400kJ
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fat,0g
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which saturate fat,0g
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which monounsaturated fat*,
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,"of which, polyunsaturated fat*",
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Carbohydrate,12g
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which sugar,2.0g
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which Polyols*,
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which starch*,
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fibre*,
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Protein,11g
C011 - Light Soy Sauce.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Salt,14.4g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,water,,0.505,INNER MONGOLIA KIND WANJIA FOODS CO. LTD,,China,,
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,soybeans,,0.39,WANJIA FARM,,China,,
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,salt,,0.105,"Shandong Daiyue Salt Refine Co.,LTD.",,China,,
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Energy (Kcal/KJ),247KJ/59kcal
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fat,0g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which saturate fat,0 g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which monounsaturated fat*,0 g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,"of which, polyunsaturated fat*",0 g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Carbohydrate,7.5 g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which sugar,0 g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which Polyols*,0 g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which starch*,0 g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fibre*,0.2 g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Protein,7.0 g
C014W C014WE -1L Gluten Free Reduced Salt Soy Sauce without vinegar.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Salt,10.3g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Palm oil (RSPO certified),,0.28,"Jiali Grain and Oil Tianjin Co., LTD",,China,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Chickpea powder,,0.23,"Mulei Yingge Biological Co., LTD",,China,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Curry powder,"Turmeric, Coriander, Cumin, Paprika powder, Black pepper, Cardamom, Cinnamon, Fennel, Chili powder, Clove, Celery seed, Fenugreek",0.12,"Amari Spcie Food Co., LTD",,Japan,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Coconut milk powder,,0.1,"Shanghai Xige Trading Co., LTD",,China,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Sugar,,0.1,"Korea CJ Sugar Co., LTD",,Korea,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Salt,,0.073,"Jiangsu Jingshen Salt Industrial Co., ltd",,China,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Tomato powder,,0.034,"Zhongliang Tunhe Tomato Co., LTD",,China,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Yeast extract,,0.023,"Angel Yeast Co., LTD",,China,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Garlic powder,,0.02,"Shandong Wanxing Food Co., LTD",,China,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Onion powder,,0.02,"Shandong Pangda Seasoning Food Co., LTD",,China,,
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Energy (Kcal/KJ),540Kcal: 2259KJ:
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fat,37g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which saturate fat,18g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which monounsaturated fat*,g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,"of which, polyunsaturated fat*",g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Carbohydrate,45g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which sugar,10g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which Polyols*,g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which starch*,g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fibre*,1g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Protein,7g
C041B - Japanese style curry EPD 12012026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Salt,9.55g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,water,,0.54,"Guangzhou PRB Bio-tech Co.,,LTD",,China,,
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,soybeans,,0.31,"Guangzhou PRB Bio-tech Co.,,LTD",,China,,
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,salt,,0.09,"Guangzhou PRB Bio-tech Co.,,LTD",,China,,
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,vinegar,"rice, water",0.06,"Dalian Tianzhou Wine Industry Co., LTD",,China,,
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Energy (Kcal/KJ),42 Kcal: 179 KJ:
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fat,g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which saturate fat,0 g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which monounsaturated fat*,g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,"of which, polyunsaturated fat*",g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Carbohydrate,3.8 g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which sugar,0 g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which Polyols*,g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which starch*,g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fibre*,0.5 g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Protein,6.51 g
C068 - Reduced salt GF soy sauce cylinder 2.1ml.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Salt,8.03 g
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,water,,0.367,China Wulanhot,,China,,
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,soybeans,,0.288,own farm,,China,,
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,rice,,0.23,own farm,,China,,
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,salt,,0.115,China Inner Mongolia,,China,,
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Energy (Kcal/KJ),Kcal:154 KJ:647
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fat,2.9
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which saturate fat,0.4
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which monounsaturated fat*,
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,"of which, polyunsaturated fat*",
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Carbohydrate,19
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which sugar,13
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which Polyols*,
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which starch*,
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fibre*,4.6
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Protein,10
C075 White Miso 1kg Emma reviewed 30032026.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Salt,11
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Water,,0.57,Jinhua water supply group,China,,,
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,soybean,,0.25,"SG Cresco/INNER MONGOLIA KIND WANJIA FOODS CO., LTD.",Canada/China,,,
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Palm oil,,0.18,"Kerry Specialty fats Co., Ltd",Malaysia,,,
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Total,,1,,,,,
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Magnesium chloride E511 Firming agent as processing Aid,,,,,,,
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Energy (Kcal/KJ),Kcal:252 kJ:1053
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fat,19.4g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which saturate fat,5.78g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which monounsaturated fat*,g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,"of which, polyunsaturated fat*",g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Carbohydrate,2.2g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which sugar,0.12g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which Polyols*,g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which starch*,g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fibre*,g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Protein,17.5g
F024 - Fried tofu 4cm 20x500g.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Salt,0.2g
F029 - Soybean Curd Sheet 油豆皮.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Water,,0.54,Jinhua water supply group,China,,,
F029 - Soybean Curd Sheet 油豆皮.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,soybean,,0.46,SG Cresco,Canada,,,
F029 - Soybean Curd Sheet 油豆皮.xlsx,6-8.Ingre&Nutrition&Allergens,Ingredient,Processing aids Defoamer Function: anti-foaming agents,calcium carbonate E170,0.92,Guangde Rifeng Food Technology,China,,,
F029 - Soybean Curd Sheet 油豆皮.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Energy (Kcal/KJ),Kcal:200 KJ: 838
F029 - Soybean Curd Sheet 油豆皮.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Fat,8.2g
F029 - Soybean Curd Sheet 油豆皮.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which saturate fat,1.34g
F029 - Soybean Curd Sheet 油豆皮.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,of which monounsaturated fat*,1.82g
F029 - Soybean Curd Sheet 油豆皮.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,"of which, polyunsaturated fat*",4.68g
F029 - Soybean Curd Sheet 油豆皮.xlsx,6-8.Ingre&Nutrition&Allergens,Nutrition,,,,,,,Carbohydrate,7.4g
